dataset,method,seed,beta,role,cache_key,original_trace_key,original_seconds,original_source,canonical_seconds,canonical_source,final_metric_dicts_identical,checkpoint_identity,requested_epochs,early_stopping
CIFAR10,B5_fixed32,123,0.25,anchor,vae|CIFAR10|m256|s123|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,,not available,300,True
CIFAR10,B5_fixed32,123,0.25,final,vae|CIFAR10|m32|s123|e300|es1|b0.25,vae|m32|e300|es1|b0.25,33.961074113845825,"stage4_methods.json: (CIFAR10,B5_fixed32,123,0.25).trace[0]",33.961074113845825,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m32|s123|e300|es1|b0.25,True,not available,300,True
CIFAR10,B5_fixed32,777,0.25,anchor,vae|CIFAR10|m256|s777|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,,not available,300,True
CIFAR10,B5_fixed32,777,0.25,final,vae|CIFAR10|m32|s777|e300|es1|b0.25,vae|m32|e300|es1|b0.25,35.92407250404358,"stage4_methods.json: (CIFAR10,B5_fixed32,777,0.25).trace[0]",35.92407250404358,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m32|s777|e300|es1|b0.25,True,not available,300,True
CIFAR10,B5_fixed32,2024,0.25,anchor,vae|CIFAR10|m256|s2024|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,,not available,300,True
CIFAR10,B5_fixed32,2024,0.25,final,vae|CIFAR10|m32|s2024|e300|es1|b0.25,vae|m32|e300|es1|b0.25,52.20012378692627,"stage4_methods.json: (CIFAR10,B5_fixed32,2024,0.25).trace[0]",52.20012378692627,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m32|s2024|e300|es1|b0.25,True,not available,300,True
CIFAR10,B5_fixed32,31337,0.25,anchor,vae|CIFAR10|m256|s31337|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,,not available,300,True
CIFAR10,B5_fixed32,31337,0.25,final,vae|CIFAR10|m32|s31337|e300|es1|b0.25,vae|m32|e300|es1|b0.25,45.13809943199158,"stage4_methods.json: (CIFAR10,B5_fixed32,31337,0.25).trace[0]",45.13809943199158,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m32|s31337|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6a_fondue,42,0.25,anchor,vae|CIFAR10|m256|s42|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,26.17818784713745,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s42|e300|es1|b0.25,,not available,300,True
CIFAR10,B6a_fondue,42,0.25,final,vae|CIFAR10|m21|s42|e300|es1|b0.25,vae|m21|e300|es1|b0.25,38.851388454437256,"stage4_methods.json: (CIFAR10,B6a_fondue,42,0.25).trace[6]",38.851388454437256,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m21|s42|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6a_fondue,123,0.25,anchor,vae|CIFAR10|m256|s123|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,,not available,300,True
CIFAR10,B6a_fondue,123,0.25,final,vae|CIFAR10|m21|s123|e300|es1|b0.25,vae|m21|e300|es1|b0.25,35.45939779281616,"stage4_methods.json: (CIFAR10,B6a_fondue,123,0.25).trace[6]",35.45939779281616,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m21|s123|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6a_fondue,777,0.25,anchor,vae|CIFAR10|m256|s777|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,,not available,300,True
CIFAR10,B6a_fondue,777,0.25,final,vae|CIFAR10|m22|s777|e300|es1|b0.25,vae|m22|e300|es1|b0.25,26.290403604507446,"stage4_methods.json: (CIFAR10,B6a_fondue,777,0.25).trace[6]",26.290403604507446,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m22|s777|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6a_fondue,2024,0.25,anchor,vae|CIFAR10|m256|s2024|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,,not available,300,True
CIFAR10,B6a_fondue,2024,0.25,final,vae|CIFAR10|m21|s2024|e300|es1|b0.25,vae|m21|e300|es1|b0.25,32.71629619598389,"stage4_methods.json: (CIFAR10,B6a_fondue,2024,0.25).trace[6]",32.71629619598389,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m21|s2024|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6a_fondue,31337,0.25,anchor,vae|CIFAR10|m256|s31337|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,,not available,300,True
CIFAR10,B6a_fondue,31337,0.25,final,vae|CIFAR10|m22|s31337|e300|es1|b0.25,vae|m22|e300|es1|b0.25,28.090325117111206,"stage4_methods.json: (CIFAR10,B6a_fondue,31337,0.25).trace[6]",28.090325117111206,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m22|s31337|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var,42,0.25,anchor,vae|CIFAR10|m256|s42|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,26.17818784713745,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s42|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var,42,0.25,final,vae|CIFAR10|m81|s42|e300|es1|b0.25,vae|m81|e300|es1|b0.25,28.670520782470703,"stage4_methods.json: (CIFAR10,B6b_fondue_var,42,0.25).trace[2]",28.670520782470703,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m81|s42|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var,123,0.25,anchor,vae|CIFAR10|m256|s123|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var,123,0.25,final,vae|CIFAR10|m80|s123|e300|es1|b0.25,vae|m80|e300|es1|b0.25,21.466577291488647,"stage4_methods.json: (CIFAR10,B6b_fondue_var,123,0.25).trace[2]",21.466577291488647,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m80|s123|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var,777,0.25,anchor,vae|CIFAR10|m256|s777|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var,777,0.25,final,vae|CIFAR10|m81|s777|e300|es1|b0.25,vae|m81|e300|es1|b0.25,30.30456781387329,"stage4_methods.json: (CIFAR10,B6b_fondue_var,777,0.25).trace[2]",30.30456781387329,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m81|s777|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var,2024,0.25,anchor,vae|CIFAR10|m256|s2024|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var,2024,0.25,final,vae|CIFAR10|m81|s2024|e300|es1|b0.25,vae|m81|e300|es1|b0.25,23.66525626182556,"stage4_methods.json: (CIFAR10,B6b_fondue_var,2024,0.25).trace[2]",23.66525626182556,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m81|s2024|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var,31337,0.25,anchor,vae|CIFAR10|m256|s31337|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var,31337,0.25,final,vae|CIFAR10|m79|s31337|e300|es1|b0.25,vae|m79|e300|es1|b0.25,22.087920665740967,"stage4_methods.json: (CIFAR10,B6b_fondue_var,31337,0.25).trace[2]",22.087920665740967,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m79|s31337|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,42,0.25,anchor,vae|CIFAR10|m256|s42|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,26.17818784713745,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s42|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,42,0.25,final,vae|CIFAR10|m14|s42|e300|es1|b0.25,vae|m14|e300|es1|b0.25,33.88805556297302,"stage4_methods.json: (CIFAR10,B6b_fondue_var_keepmixed_false,42,0.25).trace[1]",33.88805556297302,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m14|s42|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,123,0.25,anchor,vae|CIFAR10|m256|s123|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,123,0.25,final,vae|CIFAR10|m16|s123|e300|es1|b0.25,vae|m16|e300|es1|b0.25,29.152022123336792,"stage4_methods.json: (CIFAR10,B6b_fondue_var_keepmixed_false,123,0.25).trace[1]",29.152022123336792,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m16|s123|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,777,0.25,anchor,vae|CIFAR10|m256|s777|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,777,0.25,final,vae|CIFAR10|m16|s777|e300|es1|b0.25,vae|m16|e300|es1|b0.25,30.80518674850464,"stage4_methods.json: (CIFAR10,B6b_fondue_var_keepmixed_false,777,0.25).trace[1]",30.80518674850464,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m16|s777|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,2024,0.25,anchor,vae|CIFAR10|m256|s2024|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,2024,0.25,final,vae|CIFAR10|m19|s2024|e300|es1|b0.25,vae|m19|e300|es1|b0.25,32.27146577835083,"stage4_methods.json: (CIFAR10,B6b_fondue_var_keepmixed_false,2024,0.25).trace[1]",32.27146577835083,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m19|s2024|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,31337,0.25,anchor,vae|CIFAR10|m256|s31337|e300|es1|b0.25,not in trace,,not charged in original ledger; MAKE50 used current snapshot,33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,,not available,300,True
CIFAR10,B6b_fondue_var_keepmixed_false,31337,0.25,final,vae|CIFAR10|m18|s31337|e300|es1|b0.25,vae|m18|e300|es1|b0.25,28.744064807891846,"stage4_methods.json: (CIFAR10,B6b_fondue_var_keepmixed_false,31337,0.25).trace[1]",28.744064807891846,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m18|s31337|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed,42,0.25,anchor,vae|CIFAR10|m256|s42|e300|es1|b0.25,vae|m256|e300|es1|b0.25,26.17818784713745,"stage4_methods.json: (CIFAR10,proposed,42,0.25).trace[12]",26.17818784713745,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s42|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed,42,0.25,final,vae|CIFAR10|m48|s42|e300|es1|b0.25,vae|m48|e300|es1|b0.25,51.05040764808655,"stage4_methods.json: (CIFAR10,proposed,42,0.25).trace[11]",51.05040764808655,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m48|s42|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed,123,0.25,anchor,vae|CIFAR10|m256|s123|e300|es1|b0.25,vae|m256|e300|es1|b0.25,37.077746868133545,"stage4_methods.json: (CIFAR10,proposed,123,0.25).trace[12]",37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed,123,0.25,final,vae|CIFAR10|m256|s123|e300|es1|b0.25,vae|m256|e300|es1|b0.25,37.077746868133545,"stage4_methods.json: (CIFAR10,proposed,123,0.25).trace[12]",37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed,777,0.25,anchor,vae|CIFAR10|m256|s777|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.76489734649658,"stage4_methods.json: (CIFAR10,proposed,777,0.25).trace[12]",33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed,777,0.25,final,vae|CIFAR10|m256|s777|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.76489734649658,"stage4_methods.json: (CIFAR10,proposed,777,0.25).trace[12]",33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed,2024,0.25,anchor,vae|CIFAR10|m256|s2024|e300|es1|b0.25,vae|m256|e300|es1|b0.25,39.81458616256714,"stage4_methods.json: (CIFAR10,proposed,2024,0.25).trace[12]",39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed,2024,0.25,final,vae|CIFAR10|m256|s2024|e300|es1|b0.25,vae|m256|e300|es1|b0.25,39.81458616256714,"stage4_methods.json: (CIFAR10,proposed,2024,0.25).trace[12]",39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed,31337,0.25,anchor,vae|CIFAR10|m256|s31337|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.78584575653076,"stage4_methods.json: (CIFAR10,proposed,31337,0.25).trace[12]",33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed,31337,0.25,final,vae|CIFAR10|m256|s31337|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.78584575653076,"stage4_methods.json: (CIFAR10,proposed,31337,0.25).trace[12]",33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed_minus_AU,42,0.25,anchor,vae|CIFAR10|m256|s42|e300|es1|b0.25,vae|m256|e300|es1|b0.25,26.17818784713745,"stage4_methods.json: (CIFAR10,proposed_minus_AU,42,0.25).trace[12]",26.17818784713745,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s42|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed_minus_AU,42,0.25,final,vae|CIFAR10|m48|s42|e300|es1|b0.25,vae|m48|e300|es1|b0.25,51.05040764808655,"stage4_methods.json: (CIFAR10,proposed_minus_AU,42,0.25).trace[11]",51.05040764808655,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m48|s42|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed_minus_AU,123,0.25,anchor,vae|CIFAR10|m256|s123|e300|es1|b0.25,vae|m256|e300|es1|b0.25,37.077746868133545,"stage4_methods.json: (CIFAR10,proposed_minus_AU,123,0.25).trace[12]",37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed_minus_AU,123,0.25,final,vae|CIFAR10|m256|s123|e300|es1|b0.25,vae|m256|e300|es1|b0.25,37.077746868133545,"stage4_methods.json: (CIFAR10,proposed_minus_AU,123,0.25).trace[12]",37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed_minus_AU,777,0.25,anchor,vae|CIFAR10|m256|s777|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.76489734649658,"stage4_methods.json: (CIFAR10,proposed_minus_AU,777,0.25).trace[12]",33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed_minus_AU,777,0.25,final,vae|CIFAR10|m256|s777|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.76489734649658,"stage4_methods.json: (CIFAR10,proposed_minus_AU,777,0.25).trace[12]",33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed_minus_AU,2024,0.25,anchor,vae|CIFAR10|m256|s2024|e300|es1|b0.25,vae|m256|e300|es1|b0.25,39.81458616256714,"stage4_methods.json: (CIFAR10,proposed_minus_AU,2024,0.25).trace[12]",39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed_minus_AU,2024,0.25,final,vae|CIFAR10|m256|s2024|e300|es1|b0.25,vae|m256|e300|es1|b0.25,39.81458616256714,"stage4_methods.json: (CIFAR10,proposed_minus_AU,2024,0.25).trace[12]",39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,True,not available,300,True
CIFAR10,proposed_minus_AU,31337,0.25,anchor,vae|CIFAR10|m256|s31337|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.78584575653076,"stage4_methods.json: (CIFAR10,proposed_minus_AU,31337,0.25).trace[12]",33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,,not available,300,True
CIFAR10,proposed_minus_AU,31337,0.25,final,vae|CIFAR10|m256|s31337|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.78584575653076,"stage4_methods.json: (CIFAR10,proposed_minus_AU,31337,0.25).trace[12]",33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,True,not available,300,True
CIFAR10,ascending_scan_Q,42,0.25,anchor,vae|CIFAR10|m256|s42|e300|es1|b0.25,vae|m256|e300|es1|b0.25,26.17818784713745,"stage4_methods.json: (CIFAR10,ascending_scan_Q,42,0.25).trace[0]",26.17818784713745,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s42|e300|es1|b0.25,,not available,300,True
CIFAR10,ascending_scan_Q,42,0.25,final,vae|CIFAR10|m48|s42|e300|es1|b0.25,vae|m48|e300|es1|b0.25,51.05040764808655,"stage4_methods.json: (CIFAR10,ascending_scan_Q,42,0.25).trace[5]",51.05040764808655,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m48|s42|e300|es1|b0.25,True,not available,300,True
CIFAR10,ascending_scan_Q,123,0.25,anchor,vae|CIFAR10|m256|s123|e300|es1|b0.25,vae|m256|e300|es1|b0.25,37.077746868133545,"stage4_methods.json: (CIFAR10,ascending_scan_Q,123,0.25).trace[0]",37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,,not available,300,True
CIFAR10,ascending_scan_Q,123,0.25,final,vae|CIFAR10|m96|s123|e300|es1|b0.25,vae|m96|e300|es1|b0.25,29.251317501068115,"stage4_methods.json: (CIFAR10,ascending_scan_Q,123,0.25).trace[7]",29.251317501068115,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m96|s123|e300|es1|b0.25,True,not available,300,True
CIFAR10,ascending_scan_Q,777,0.25,anchor,vae|CIFAR10|m256|s777|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.76489734649658,"stage4_methods.json: (CIFAR10,ascending_scan_Q,777,0.25).trace[0]",33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,,not available,300,True
CIFAR10,ascending_scan_Q,777,0.25,final,vae|CIFAR10|m48|s777|e300|es1|b0.25,vae|m48|e300|es1|b0.25,60.57620859146118,"stage4_methods.json: (CIFAR10,ascending_scan_Q,777,0.25).trace[5]",60.57620859146118,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m48|s777|e300|es1|b0.25,True,not available,300,True
CIFAR10,ascending_scan_Q,2024,0.25,anchor,vae|CIFAR10|m256|s2024|e300|es1|b0.25,vae|m256|e300|es1|b0.25,39.81458616256714,"stage4_methods.json: (CIFAR10,ascending_scan_Q,2024,0.25).trace[0]",39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,,not available,300,True
CIFAR10,ascending_scan_Q,2024,0.25,final,vae|CIFAR10|m64|s2024|e300|es1|b0.25,vae|m64|e300|es1|b0.25,26.496299028396606,"stage4_methods.json: (CIFAR10,ascending_scan_Q,2024,0.25).trace[6]",26.496299028396606,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m64|s2024|e300|es1|b0.25,True,not available,300,True
CIFAR10,ascending_scan_Q,31337,0.25,anchor,vae|CIFAR10|m256|s31337|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.78584575653076,"stage4_methods.json: (CIFAR10,ascending_scan_Q,31337,0.25).trace[0]",33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,,not available,300,True
CIFAR10,ascending_scan_Q,31337,0.25,final,vae|CIFAR10|m48|s31337|e300|es1|b0.25,vae|m48|e300|es1|b0.25,26.494906902313232,"stage4_methods.json: (CIFAR10,ascending_scan_Q,31337,0.25).trace[5]",26.494906902313232,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m48|s31337|e300|es1|b0.25,True,not available,300,True
CIFAR10,B4_plus_Q,42,0.25,anchor,vae|CIFAR10|m256|s42|e300|es1|b0.25,vae|m256|e300|es1|b0.25,26.17818784713745,"stage4_methods.json: (CIFAR10,B4_plus_Q,42,0.25).trace[3]",26.17818784713745,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s42|e300|es1|b0.25,,not available,300,True
CIFAR10,B4_plus_Q,42,0.25,final,vae|CIFAR10|m48|s42|e300|es1|b0.25,vae|m48|e300|es1|b0.25,51.05040764808655,"stage4_methods.json: (CIFAR10,B4_plus_Q,42,0.25).trace[2]",51.05040764808655,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m48|s42|e300|es1|b0.25,True,not available,300,True
CIFAR10,B4_plus_Q,123,0.25,anchor,vae|CIFAR10|m256|s123|e300|es1|b0.25,vae|m256|e300|es1|b0.25,37.077746868133545,"stage4_methods.json: (CIFAR10,B4_plus_Q,123,0.25).trace[3]",37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,,not available,300,True
CIFAR10,B4_plus_Q,123,0.25,final,vae|CIFAR10|m256|s123|e300|es1|b0.25,vae|m256|e300|es1|b0.25,37.077746868133545,"stage4_methods.json: (CIFAR10,B4_plus_Q,123,0.25).trace[3]",37.077746868133545,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s123|e300|es1|b0.25,True,not available,300,True
CIFAR10,B4_plus_Q,777,0.25,anchor,vae|CIFAR10|m256|s777|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.76489734649658,"stage4_methods.json: (CIFAR10,B4_plus_Q,777,0.25).trace[3]",33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,,not available,300,True
CIFAR10,B4_plus_Q,777,0.25,final,vae|CIFAR10|m256|s777|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.76489734649658,"stage4_methods.json: (CIFAR10,B4_plus_Q,777,0.25).trace[3]",33.76489734649658,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s777|e300|es1|b0.25,True,not available,300,True
CIFAR10,B4_plus_Q,2024,0.25,anchor,vae|CIFAR10|m256|s2024|e300|es1|b0.25,vae|m256|e300|es1|b0.25,39.81458616256714,"stage4_methods.json: (CIFAR10,B4_plus_Q,2024,0.25).trace[3]",39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,,not available,300,True
CIFAR10,B4_plus_Q,2024,0.25,final,vae|CIFAR10|m256|s2024|e300|es1|b0.25,vae|m256|e300|es1|b0.25,39.81458616256714,"stage4_methods.json: (CIFAR10,B4_plus_Q,2024,0.25).trace[3]",39.81458616256714,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s2024|e300|es1|b0.25,True,not available,300,True
CIFAR10,B4_plus_Q,31337,0.25,anchor,vae|CIFAR10|m256|s31337|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.78584575653076,"stage4_methods.json: (CIFAR10,B4_plus_Q,31337,0.25).trace[3]",33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,,not available,300,True
CIFAR10,B4_plus_Q,31337,0.25,final,vae|CIFAR10|m256|s31337|e300|es1|b0.25,vae|m256|e300|es1|b0.25,33.78584575653076,"stage4_methods.json: (CIFAR10,B4_plus_Q,31337,0.25).trace[3]",33.78584575653076,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s31337|e300|es1|b0.25,True,not available,300,True
CIFAR10,B6a_plus_Q,42,0.25,anchor,vae|CIFAR10|m256|s42|e300|es1|b0.25,vae|m256|e300|es1|b0.25,26.17818784713745,"stage4_methods.json: (CIFAR10,B6a_plus_Q,42,0.25).trace[6]",26.17818784713745,results/make49/stage4_cache/CIFAR10.json:vae|CIFAR10|m256|s42|e300|es1|b0.25,,not available,300,True
