dataset,method,seed,beta,role,cache_key,original_trace_key,original_seconds,original_source,canonical_seconds,canonical_source,final_metric_dicts_identical,checkpoint_identity,requested_epochs,early_stopping
MNIST,B3_full_downstream,2024,2.0,final,vae|MNIST|m32|s2024|e300|es1|b2,vae|m32|e300|es1|b2,79.04621505737305,"stage4_methods.json: (MNIST,B3_full_downstream,2024,2).trace[9]",79.04621505737305,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s2024|e300|es1|b2,True,not available,300,True
MNIST,B3_full_downstream,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,vae|m64|e300|es1|b2,75.0671215057373,"stage4_methods.json: (MNIST,B3_full_downstream,31337,2).trace[11]",75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
MNIST,B3_full_downstream,31337,2.0,final,vae|MNIST|m32|s31337|e300|es1|b2,vae|m32|e300|es1|b2,91.76755237579346,"stage4_methods.json: (MNIST,B3_full_downstream,31337,2).trace[9]",91.76755237579346,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s31337|e300|es1|b2,True,not available,300,True
MNIST,B4_coarse,42,2.0,anchor,vae|MNIST|m64|s42|e300|es1|b2,vae|m64|e300|es1|b2,75.97730684280396,"stage4_methods.json: (MNIST,B4_coarse,42,2).trace[3]",75.97730684280396,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b2,,not available,300,True
MNIST,B4_coarse,42,2.0,final,vae|MNIST|m10|s42|e300|es1|b2,vae|m10|e300|es1|b2,89.03444266319275,"stage4_methods.json: (MNIST,B4_coarse,42,2).trace[2]",89.03444266319275,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s42|e300|es1|b2,True,not available,300,True
MNIST,B4_coarse,123,2.0,anchor,vae|MNIST|m64|s123|e300|es1|b2,vae|m64|e300|es1|b2,86.2633683681488,"stage4_methods.json: (MNIST,B4_coarse,123,2).trace[3]",86.2633683681488,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b2,,not available,300,True
MNIST,B4_coarse,123,2.0,final,vae|MNIST|m10|s123|e300|es1|b2,vae|m10|e300|es1|b2,40.289801597595215,"stage4_methods.json: (MNIST,B4_coarse,123,2).trace[2]",40.289801597595215,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s123|e300|es1|b2,True,not available,300,True
MNIST,B4_coarse,777,2.0,anchor,vae|MNIST|m64|s777|e300|es1|b2,vae|m64|e300|es1|b2,94.23901462554932,"stage4_methods.json: (MNIST,B4_coarse,777,2).trace[3]",94.23901462554932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b2,,not available,300,True
MNIST,B4_coarse,777,2.0,final,vae|MNIST|m10|s777|e300|es1|b2,vae|m10|e300|es1|b2,62.90811204910278,"stage4_methods.json: (MNIST,B4_coarse,777,2).trace[2]",62.90811204910278,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s777|e300|es1|b2,True,not available,300,True
MNIST,B4_coarse,2024,2.0,anchor,vae|MNIST|m64|s2024|e300|es1|b2,vae|m64|e300|es1|b2,53.768423080444336,"stage4_methods.json: (MNIST,B4_coarse,2024,2).trace[3]",53.768423080444336,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b2,,not available,300,True
MNIST,B4_coarse,2024,2.0,final,vae|MNIST|m10|s2024|e300|es1|b2,vae|m10|e300|es1|b2,40.55775713920593,"stage4_methods.json: (MNIST,B4_coarse,2024,2).trace[2]",40.55775713920593,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s2024|e300|es1|b2,True,not available,300,True
MNIST,B4_coarse,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,vae|m64|e300|es1|b2,75.0671215057373,"stage4_methods.json: (MNIST,B4_coarse,31337,2).trace[3]",75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
MNIST,B4_coarse,31337,2.0,final,vae|MNIST|m10|s31337|e300|es1|b2,vae|m10|e300|es1|b2,93.00214409828186,"stage4_methods.json: (MNIST,B4_coarse,31337,2).trace[2]",93.00214409828186,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s31337|e300|es1|b2,True,not available,300,True
MNIST,B5_fixed32,42,2.0,anchor,vae|MNIST|m64|s42|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,75.97730684280396,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b2,,not available,300,True
MNIST,B5_fixed32,42,2.0,final,vae|MNIST|m32|s42|e300|es1|b2,vae|m32|e300|es1|b2,62.80134201049805,"stage4_methods.json: (MNIST,B5_fixed32,42,2).trace[0]",62.80134201049805,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s42|e300|es1|b2,True,not available,300,True
MNIST,B5_fixed32,123,2.0,anchor,vae|MNIST|m64|s123|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,86.2633683681488,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b2,,not available,300,True
MNIST,B5_fixed32,123,2.0,final,vae|MNIST|m32|s123|e300|es1|b2,vae|m32|e300|es1|b2,70.5560929775238,"stage4_methods.json: (MNIST,B5_fixed32,123,2).trace[0]",70.5560929775238,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s123|e300|es1|b2,True,not available,300,True
MNIST,B5_fixed32,777,2.0,anchor,vae|MNIST|m64|s777|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,94.23901462554932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b2,,not available,300,True
MNIST,B5_fixed32,777,2.0,final,vae|MNIST|m32|s777|e300|es1|b2,vae|m32|e300|es1|b2,71.99219560623169,"stage4_methods.json: (MNIST,B5_fixed32,777,2).trace[0]",71.99219560623169,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s777|e300|es1|b2,True,not available,300,True
MNIST,B5_fixed32,2024,2.0,anchor,vae|MNIST|m64|s2024|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,53.768423080444336,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b2,,not available,300,True
MNIST,B5_fixed32,2024,2.0,final,vae|MNIST|m32|s2024|e300|es1|b2,vae|m32|e300|es1|b2,79.04621505737305,"stage4_methods.json: (MNIST,B5_fixed32,2024,2).trace[0]",79.04621505737305,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s2024|e300|es1|b2,True,not available,300,True
MNIST,B5_fixed32,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
MNIST,B5_fixed32,31337,2.0,final,vae|MNIST|m32|s31337|e300|es1|b2,vae|m32|e300|es1|b2,91.76755237579346,"stage4_methods.json: (MNIST,B5_fixed32,31337,2).trace[0]",91.76755237579346,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s31337|e300|es1|b2,True,not available,300,True
MNIST,B6a_fondue,42,2.0,anchor,vae|MNIST|m64|s42|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,75.97730684280396,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b2,,not available,300,True
MNIST,B6a_fondue,42,2.0,final,vae|MNIST|m7|s42|e300|es1|b2,vae|m7|e300|es1|b2,71.94869422912598,"stage4_methods.json: (MNIST,B6a_fondue,42,2).trace[4]",71.94869422912598,results/make49/stage4_cache/MNIST.json:vae|MNIST|m7|s42|e300|es1|b2,True,not available,300,True
MNIST,B6a_fondue,123,2.0,anchor,vae|MNIST|m64|s123|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,86.2633683681488,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b2,,not available,300,True
MNIST,B6a_fondue,123,2.0,final,vae|MNIST|m7|s123|e300|es1|b2,vae|m7|e300|es1|b2,71.35989713668823,"stage4_methods.json: (MNIST,B6a_fondue,123,2).trace[4]",71.35989713668823,results/make49/stage4_cache/MNIST.json:vae|MNIST|m7|s123|e300|es1|b2,True,not available,300,True
MNIST,B6a_fondue,777,2.0,anchor,vae|MNIST|m64|s777|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,94.23901462554932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b2,,not available,300,True
MNIST,B6a_fondue,777,2.0,final,vae|MNIST|m7|s777|e300|es1|b2,vae|m7|e300|es1|b2,69.63034582138062,"stage4_methods.json: (MNIST,B6a_fondue,777,2).trace[4]",69.63034582138062,results/make49/stage4_cache/MNIST.json:vae|MNIST|m7|s777|e300|es1|b2,True,not available,300,True
MNIST,B6a_fondue,2024,2.0,anchor,vae|MNIST|m64|s2024|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,53.768423080444336,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b2,,not available,300,True
MNIST,B6a_fondue,2024,2.0,final,vae|MNIST|m7|s2024|e300|es1|b2,vae|m7|e300|es1|b2,53.403892040252686,"stage4_methods.json: (MNIST,B6a_fondue,2024,2).trace[4]",53.403892040252686,results/make49/stage4_cache/MNIST.json:vae|MNIST|m7|s2024|e300|es1|b2,True,not available,300,True
MNIST,B6a_fondue,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
MNIST,B6a_fondue,31337,2.0,final,vae|MNIST|m7|s31337|e300|es1|b2,vae|m7|e300|es1|b2,61.81469106674194,"stage4_methods.json: (MNIST,B6a_fondue,31337,2).trace[4]",61.81469106674194,results/make49/stage4_cache/MNIST.json:vae|MNIST|m7|s31337|e300|es1|b2,True,not available,300,True
MNIST,B6b_fondue_var,42,2.0,anchor,vae|MNIST|m64|s42|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,75.97730684280396,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var,42,2.0,final,vae|MNIST|m4|s42|e300|es1|b2,vae|m4|e300|es1|b2,62.891505002975464,"stage4_methods.json: (MNIST,B6b_fondue_var,42,2).trace[1]",62.891505002975464,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s42|e300|es1|b2,True,not available,300,True
MNIST,B6b_fondue_var,123,2.0,anchor,vae|MNIST|m64|s123|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,86.2633683681488,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var,123,2.0,final,vae|MNIST|m3|s123|e300|es1|b2,vae|m3|e300|es1|b2,65.04935026168823,"stage4_methods.json: (MNIST,B6b_fondue_var,123,2).trace[1]",65.04935026168823,results/make49/stage4_cache/MNIST.json:vae|MNIST|m3|s123|e300|es1|b2,True,not available,300,True
MNIST,B6b_fondue_var,777,2.0,anchor,vae|MNIST|m64|s777|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,94.23901462554932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var,777,2.0,final,vae|MNIST|m7|s777|e300|es1|b2,vae|m7|e300|es1|b2,69.63034582138062,"stage4_methods.json: (MNIST,B6b_fondue_var,777,2).trace[1]",69.63034582138062,results/make49/stage4_cache/MNIST.json:vae|MNIST|m7|s777|e300|es1|b2,True,not available,300,True
MNIST,B6b_fondue_var,2024,2.0,anchor,vae|MNIST|m64|s2024|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,53.768423080444336,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var,2024,2.0,final,vae|MNIST|m2|s2024|e300|es1|b2,vae|m2|e300|es1|b2,39.031166076660156,"stage4_methods.json: (MNIST,B6b_fondue_var,2024,2).trace[1]",39.031166076660156,results/make49/stage4_cache/MNIST.json:vae|MNIST|m2|s2024|e300|es1|b2,True,not available,300,True
MNIST,B6b_fondue_var,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var,31337,2.0,final,vae|MNIST|m4|s31337|e300|es1|b2,vae|m4|e300|es1|b2,55.16367197036743,"stage4_methods.json: (MNIST,B6b_fondue_var,31337,2).trace[1]",55.16367197036743,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b2,True,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,42,2.0,anchor,vae|MNIST|m64|s42|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,75.97730684280396,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,123,2.0,anchor,vae|MNIST|m64|s123|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,86.2633683681488,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,777,2.0,anchor,vae|MNIST|m64|s777|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,94.23901462554932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,2024,2.0,anchor,vae|MNIST|m64|s2024|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,53.768423080444336,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b2,,not available,300,True
MNIST,B6b_fondue_var_keepmixed_false,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,not in trace,,not charged in original ledger; MAKE50 used current snapshot,75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
MNIST,proposed,42,2.0,anchor,vae|MNIST|m64|s42|e300|es1|b2,vae|m64|e300|es1|b2,75.97730684280396,"stage4_methods.json: (MNIST,proposed,42,2).trace[9]",75.97730684280396,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b2,,not available,300,True
MNIST,proposed,42,2.0,final,vae|MNIST|m4|s42|e300|es1|b2,vae|m4|e300|es1|b2,62.891505002975464,"stage4_methods.json: (MNIST,proposed,42,2).trace[11]",62.891505002975464,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s42|e300|es1|b2,True,not available,300,True
MNIST,proposed,123,2.0,anchor,vae|MNIST|m64|s123|e300|es1|b2,vae|m64|e300|es1|b2,86.2633683681488,"stage4_methods.json: (MNIST,proposed,123,2).trace[9]",86.2633683681488,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b2,,not available,300,True
MNIST,proposed,123,2.0,final,vae|MNIST|m4|s123|e300|es1|b2,vae|m4|e300|es1|b2,33.35966181755066,"stage4_methods.json: (MNIST,proposed,123,2).trace[11]",33.35966181755066,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s123|e300|es1|b2,True,not available,300,True
MNIST,proposed,777,2.0,anchor,vae|MNIST|m64|s777|e300|es1|b2,vae|m64|e300|es1|b2,94.23901462554932,"stage4_methods.json: (MNIST,proposed,777,2).trace[9]",94.23901462554932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b2,,not available,300,True
MNIST,proposed,777,2.0,final,vae|MNIST|m4|s777|e300|es1|b2,vae|m4|e300|es1|b2,60.10661864280701,"stage4_methods.json: (MNIST,proposed,777,2).trace[11]",60.10661864280701,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s777|e300|es1|b2,True,not available,300,True
MNIST,proposed,2024,2.0,anchor,vae|MNIST|m64|s2024|e300|es1|b2,vae|m64|e300|es1|b2,53.768423080444336,"stage4_methods.json: (MNIST,proposed,2024,2).trace[9]",53.768423080444336,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b2,,not available,300,True
MNIST,proposed,2024,2.0,final,vae|MNIST|m4|s2024|e300|es1|b2,vae|m4|e300|es1|b2,67.15273833274841,"stage4_methods.json: (MNIST,proposed,2024,2).trace[11]",67.15273833274841,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s2024|e300|es1|b2,True,not available,300,True
MNIST,proposed,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,vae|m64|e300|es1|b2,75.0671215057373,"stage4_methods.json: (MNIST,proposed,31337,2).trace[9]",75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
MNIST,proposed,31337,2.0,final,vae|MNIST|m4|s31337|e300|es1|b2,vae|m4|e300|es1|b2,55.16367197036743,"stage4_methods.json: (MNIST,proposed,31337,2).trace[11]",55.16367197036743,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b2,True,not available,300,True
MNIST,proposed_minus_AU,42,2.0,anchor,vae|MNIST|m64|s42|e300|es1|b2,vae|m64|e300|es1|b2,75.97730684280396,"stage4_methods.json: (MNIST,proposed_minus_AU,42,2).trace[9]",75.97730684280396,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b2,,not available,300,True
MNIST,proposed_minus_AU,42,2.0,final,vae|MNIST|m4|s42|e300|es1|b2,vae|m4|e300|es1|b2,62.891505002975464,"stage4_methods.json: (MNIST,proposed_minus_AU,42,2).trace[11]",62.891505002975464,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s42|e300|es1|b2,True,not available,300,True
MNIST,proposed_minus_AU,123,2.0,anchor,vae|MNIST|m64|s123|e300|es1|b2,vae|m64|e300|es1|b2,86.2633683681488,"stage4_methods.json: (MNIST,proposed_minus_AU,123,2).trace[9]",86.2633683681488,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b2,,not available,300,True
MNIST,proposed_minus_AU,123,2.0,final,vae|MNIST|m4|s123|e300|es1|b2,vae|m4|e300|es1|b2,33.35966181755066,"stage4_methods.json: (MNIST,proposed_minus_AU,123,2).trace[11]",33.35966181755066,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s123|e300|es1|b2,True,not available,300,True
MNIST,proposed_minus_AU,777,2.0,anchor,vae|MNIST|m64|s777|e300|es1|b2,vae|m64|e300|es1|b2,94.23901462554932,"stage4_methods.json: (MNIST,proposed_minus_AU,777,2).trace[9]",94.23901462554932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b2,,not available,300,True
MNIST,proposed_minus_AU,777,2.0,final,vae|MNIST|m4|s777|e300|es1|b2,vae|m4|e300|es1|b2,60.10661864280701,"stage4_methods.json: (MNIST,proposed_minus_AU,777,2).trace[11]",60.10661864280701,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s777|e300|es1|b2,True,not available,300,True
MNIST,proposed_minus_AU,2024,2.0,anchor,vae|MNIST|m64|s2024|e300|es1|b2,vae|m64|e300|es1|b2,53.768423080444336,"stage4_methods.json: (MNIST,proposed_minus_AU,2024,2).trace[9]",53.768423080444336,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b2,,not available,300,True
MNIST,proposed_minus_AU,2024,2.0,final,vae|MNIST|m4|s2024|e300|es1|b2,vae|m4|e300|es1|b2,67.15273833274841,"stage4_methods.json: (MNIST,proposed_minus_AU,2024,2).trace[11]",67.15273833274841,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s2024|e300|es1|b2,True,not available,300,True
MNIST,proposed_minus_AU,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,vae|m64|e300|es1|b2,75.0671215057373,"stage4_methods.json: (MNIST,proposed_minus_AU,31337,2).trace[9]",75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
MNIST,proposed_minus_AU,31337,2.0,final,vae|MNIST|m4|s31337|e300|es1|b2,vae|m4|e300|es1|b2,55.16367197036743,"stage4_methods.json: (MNIST,proposed_minus_AU,31337,2).trace[11]",55.16367197036743,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b2,True,not available,300,True
MNIST,ascending_scan_Q,42,2.0,anchor,vae|MNIST|m64|s42|e300|es1|b2,vae|m64|e300|es1|b2,75.97730684280396,"stage4_methods.json: (MNIST,ascending_scan_Q,42,2).trace[0]",75.97730684280396,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b2,,not available,300,True
MNIST,ascending_scan_Q,42,2.0,final,vae|MNIST|m4|s42|e300|es1|b2,vae|m4|e300|es1|b2,62.891505002975464,"stage4_methods.json: (MNIST,ascending_scan_Q,42,2).trace[2]",62.891505002975464,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s42|e300|es1|b2,True,not available,300,True
MNIST,ascending_scan_Q,123,2.0,anchor,vae|MNIST|m64|s123|e300|es1|b2,vae|m64|e300|es1|b2,86.2633683681488,"stage4_methods.json: (MNIST,ascending_scan_Q,123,2).trace[0]",86.2633683681488,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b2,,not available,300,True
MNIST,ascending_scan_Q,123,2.0,final,vae|MNIST|m4|s123|e300|es1|b2,vae|m4|e300|es1|b2,33.35966181755066,"stage4_methods.json: (MNIST,ascending_scan_Q,123,2).trace[2]",33.35966181755066,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s123|e300|es1|b2,True,not available,300,True
MNIST,ascending_scan_Q,777,2.0,anchor,vae|MNIST|m64|s777|e300|es1|b2,vae|m64|e300|es1|b2,94.23901462554932,"stage4_methods.json: (MNIST,ascending_scan_Q,777,2).trace[0]",94.23901462554932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b2,,not available,300,True
MNIST,ascending_scan_Q,777,2.0,final,vae|MNIST|m4|s777|e300|es1|b2,vae|m4|e300|es1|b2,60.10661864280701,"stage4_methods.json: (MNIST,ascending_scan_Q,777,2).trace[2]",60.10661864280701,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s777|e300|es1|b2,True,not available,300,True
MNIST,ascending_scan_Q,2024,2.0,anchor,vae|MNIST|m64|s2024|e300|es1|b2,vae|m64|e300|es1|b2,53.768423080444336,"stage4_methods.json: (MNIST,ascending_scan_Q,2024,2).trace[0]",53.768423080444336,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b2,,not available,300,True
MNIST,ascending_scan_Q,2024,2.0,final,vae|MNIST|m4|s2024|e300|es1|b2,vae|m4|e300|es1|b2,67.15273833274841,"stage4_methods.json: (MNIST,ascending_scan_Q,2024,2).trace[2]",67.15273833274841,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s2024|e300|es1|b2,True,not available,300,True
MNIST,ascending_scan_Q,31337,2.0,anchor,vae|MNIST|m64|s31337|e300|es1|b2,vae|m64|e300|es1|b2,75.0671215057373,"stage4_methods.json: (MNIST,ascending_scan_Q,31337,2).trace[0]",75.0671215057373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b2,,not available,300,True
